ticker,input_rank,rank_source,stage,stage_assignment_status,assignment_reason,official_files_per_ticker_min,official_files_per_ticker_max,target_max_tickers_for_stage,template_only,manual_review_required,no_financial_claim
SBH,1612,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SBL,1613,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SBM,1614,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SBR,1615,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SBS,1616,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SBT,1617,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SBV,1618,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SC5,1619,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCA,1620,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCC,1621,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCD,1622,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCG,1623,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCI,1624,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCJ,1625,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCL,1626,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCO,1627,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCR,1628,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCS,1629,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCV,1630,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SCY,1631,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD1,1632,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD2,1633,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD3,1634,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD4,1635,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD5,1636,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD6,1637,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD7,1638,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD8,1639,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SD9,1640,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDA,1641,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDB,1642,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDC,1643,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDD,1644,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDG,1645,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDH,1646,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDJ,1647,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDK,1648,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDN,1649,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDP,1650,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDT,1651,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDU,1652,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDV,1653,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDX,1654,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SDY,1655,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SEA,1656,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SEB,1657,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SED,1658,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SEP,1659,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SFC,1660,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SFG,1661,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SFI,1662,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SFN,1663,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGB,1664,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGC,1665,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGD,1666,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGH,1667,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGI,1668,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGN,1669,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGO,1670,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGP,1671,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGR,1672,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGS,1673,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SGT,1674,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHA,1675,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHB,1676,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHC,1677,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHE,1678,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHG,1679,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHI,1680,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHN,1681,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHP,1682,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHS,1683,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SHX,1684,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SIC,1685,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SID,1686,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SIG,1687,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SII,1688,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SIP,1689,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SIV,1690,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SJ1,1691,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SJC,1692,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SJD,1693,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
SJE,1694,rank,stage_0_full_universe,ASSIGNED_FROM_RANK,"Rank used only to size official evidence workload, not investment recommendation.",0,0,1743,False,False,True
